id,customer,product,price,sale_date
3688,Dr. Jeff Hoffman,Speaker,861.13,2025-05-22
3689,Victoria Guerra,Headphones,911.55,2024-03-01
3690,Audrey Torres,Keyboard,557.42,2024-09-10
3691,,Smartphone,45.71,2024-04-08
3692,Scott Durham,Printer,403.96,2025-01-21
3693,Jennifer Lewis,Headphones,not_a_price,2024-11-15
3694,Becky Garcia,Smartphone,279.73,2024-04-28
3695,Alicia Short,Speaker,658.72,2024-08-06
3696,Lauren Brown MD,Monitor,863.36,2024-09-24
3697,Michelle Chavez,Printer,724.89,2024-02-04
3698,Jennifer Harper,Speaker,29.95,2024-09-23
3699,Jennifer Weber,Printer,608.82,2025-03-14
3700,Mary Greer,Mouse,794.69,2024-11-13
3701,Nichole Lowe,Mouse,860.71,2025-02-08
3702,Ann Boyd,Speaker,517.23,
3703,Lauren Walsh,Camera,210.64,2024-09-20
3704,Keith Phillips,Mouse,476.69,2025-02-16
3705,Laura Sparks,Laptop,230.03,2025-04-19
3706,Stephanie Rodriguez,Monitor,488.52,2025-04-06
3707,Courtney Deleon,Printer,511.53,2025-02-19
3708,Justin Yu,Camera,730.28,2023-09-11
3709,Allison Grant,Printer,717.43,2023-11-23
3710,Joyce Butler,Mouse,975.44,2025-05-14
3711,Carrie Lewis,Keyboard,452.61,2024-09-15
3712,Crystal Lawson MD,Laptop,646.39,2024-11-28
3713,Marie Roach,Laptop,104.44,2024-08-16
3714,Kristina Smith,Camera,597.48,2025-03-22
3715,Aaron Cooper,Speaker,620.32,2024-05-25
3716,Vicki Barrera,Mouse,762.98,2024-09-18
3717,Allen Ballard,Camera,259.5,2025-02-25
3718,Phillip Stephens,UNKNOWN_PRODUCT,835.98,2023-11-17
3719,Anna Pierce,Smartphone,275.46,2024-09-23
3720,Mark Mclean,Printer,796.75,2024-01-07
3721,Rhonda Garcia,Tablet,959.88,2025-03-31
3722,Pamela Aguirre,Camera,711.78,2024-03-18
3723,Thomas Wilson,Laptop,922.02,2025-04-09
3724,Jennifer Hernandez,Laptop,381.93,2024-10-04
3725,Sarah Nelson,Headphones,524.74,2025-05-20
3726,Sandra Martin,Keyboard,443.23,2025-02-01
3727,Michael Palmer,Smartphone,886.65,2024-10-13
3728,Jean Murillo,Printer,492.32,2023-10-26
3729,,Printer,423.97,2023-09-30
3730,Logan Colon,Speaker,995.79,2025-03-25
3731,Tony Brooks,Monitor,527.26,2023-09-11
3732,Angela Soto,Tablet,568.17,2023-09-24
3733,Amy Russell,Monitor,528.02,2023-12-09
3734,Christina Aguilar,Mouse,952.48,2024-06-21
3735,Charles Blair,Mouse,258.73,2024-01-10
3736,Alan Simpson,Tablet,927.81,2024-06-20
3737,Christopher Klein,Headphones,172.6,2024-06-25
3738,Jamie Roy,Camera,19.72,2024-12-04
3739,Haley Peters,Headphones,475.79,2023-10-08
3740,Molly Mckenzie,Smartphone,318.72,2025-06-06
3741,Vicki Cunningham,Laptop,542.35,2025-06-13
3742,Richard Johnson,Smartphone,628.72,2025-06-16
3743,Deborah Waller,Laptop,356.95,2023-12-25
3744,Brandon Anderson,Keyboard,not_a_price,2025-06-12
3745,Timothy Harris,Monitor,291.35,2025-06-01
3746,John Ho,Speaker,588.62,2024-07-06
3747,Zachary Velez,Mouse,769.32,2024-12-09
3748,Christopher James,Printer,545.61,2024-01-08
3749,Roger Petty,Laptop,596.71,2024-03-21
3750,Joshua Bray,Keyboard,287.19,2024-05-02
3751,Jermaine Vance,Laptop,135.44,2024-09-03
3752,Kevin Barber,Speaker,336.86,2023-12-03
3753,Amber Lin,Mouse,608.73,2024-03-03
3754,Robert Reynolds,Mouse,671.81,2024-02-26
3755,Jesse Fleming,Headphones,12.64,2025-04-01
3756,Joseph Pennington,Keyboard,100.42,2025-05-24
3757,Kathryn Palmer,Headphones,151.9,2025-05-31
3758,Roy Fowler,Smartphone,330.1,2025-05-04
3759,Leah Wilcox,Smartphone,145.61,2023-10-15
3760,Joseph Beltran,Speaker,668.19,2023-12-05
3761,Morgan Henry,Printer,762.41,2025-01-17
3762,Cynthia Simmons,Speaker,383.54,2025-03-28
3763,Kimberly Mcdowell,Camera,361.44,2025-04-12
3764,Michael Flores,Tablet,535.38,2023-08-23
3765,Paul Moyer,Keyboard,955.81,2023-08-18
3766,Leah Ball,Monitor,714.23,2024-06-10
3767,Wendy Chavez,Printer,447.23,2024-12-25
3768,Todd Young,Monitor,688.51,2024-05-24
3769,Bridget Sparks,Speaker,655.57,2024-04-24
3770,Joshua Miller,Tablet,856.82,2025-04-07
3771,Mark Murphy,Tablet,731.21,2023-11-26
3772,Meghan Keller MD,Printer,877.53,2024-04-02
3773,Teresa Mcdaniel MD,Keyboard,388.63,2023-11-19
3774,Matthew Giles,Smartphone,203.88,2023-09-24
3775,Erin Sanders,Keyboard,15.56,2024-06-30
3776,Amanda Garza,Laptop,911.93,2025-02-16
3777,Jeffrey Lynch,Printer,922.35,2024-02-29
3778,Alexis Moore,Smartphone,650.75,2025-05-15
3779,Gary Johnson,Speaker,53.48,2024-10-17
3780,Mary Daniels,Monitor,281.43,2025-07-14
3781,Melissa Romero,Mouse,825.09,2024-03-02
3782,Stephen Morgan,Camera,997.26,2025-01-20
3783,Lori Holland,Camera,182.03,2024-02-25
3784,,Printer,809.36,2025-03-16
3785,Melissa Alexander,Mouse,895.32,2024-04-18
3786,Steven Morales,Headphones,872.2,2024-05-13
3787,Randy Douglas,Speaker,835.72,2023-08-21
3788,Denise Deleon,Camera,641.1,2025-07-06
3789,Mark Mcpherson,Laptop,859.31,2024-07-28
3790,Janice Hernandez,Keyboard,658.55,2024-10-30
3791,Katie Higgins,Tablet,838.9,2023-11-22
3792,Erica Ray,Tablet,898.76,2024-07-28
3793,Rachel Patel,Mouse,724.91,2024-12-12
3794,Mason Fleming,Smartphone,941.14,2025-03-03
3795,Michael Ware,Smartphone,74.31,2024-11-29
3796,Nicole Price,Printer,156.04,2025-01-14
3797,Jesus Johnson,Headphones,448.96,2024-12-05
3798,Steven Thompson,Keyboard,691.83,2025-01-28
3799,Debra White,Smartphone,318.05,2024-08-18
3800,James Taylor,Laptop,348.04,2025-03-28
3801,Charlene Wright,Laptop,570.53,2025-06-27
3802,Nancy Bradford,Laptop,918.83,2025-03-01
3803,Courtney Shepard,Laptop,193.8,2024-09-04
3804,Laura Garcia,Smartphone,769.06,2024-05-23
3805,Michael Moon,Keyboard,641.57,2023-12-16
3806,Miranda Randolph,Keyboard,314.7,2023-12-10
3807,Jasmine Schmitt,Keyboard,749.93,2023-12-05
3808,Connie Neal,Monitor,62.8,2024-04-08
3809,Melissa Garcia,Headphones,286.17,2025-04-21
3810,Ashley Page,Speaker,233.7,2024-04-27
3811,Matthew Stone,Keyboard,185.34,2025-07-01
3812,Kristin Smith,Camera,271.9,2024-03-23
3813,Michael Summers II,Mouse,369.98,2023-12-21
3814,Barbara Leonard,Printer,455.18,2024-08-10
3815,Tammy Wilson,Headphones,46.36,2024-07-18
3816,Mr. Joseph Bush,Speaker,164.15,2024-09-30
3817,Andrew Roberson,Speaker,353.45,2024-01-02
3818,Frederick Chavez,Monitor,215.37,2024-03-27
3819,Brian Daniel,Printer,556.1,2024-04-25
3820,Ruth Alvarez,Monitor,99.85,2025-04-11
3821,Cynthia Simmons,Monitor,226.07,2025-04-15
3822,Tyler Baker,Laptop,521.86,2025-04-11
3823,Maria Rodriguez,Camera,148.42,2025-06-26
3824,Amanda Gomez,Tablet,568.13,2024-06-30
3825,Theresa Martinez,Smartphone,329.15,2024-10-07
3826,Antonio Oconnor,UNKNOWN_PRODUCT,870.64,2023-11-06
3827,Devon Anderson,Camera,341.37,2025-04-10
3828,Selena Bailey,Laptop,195.24,2023-11-28
3829,Gary Lamb,Headphones,472.17,2025-03-15
3830,Anthony Nguyen,Smartphone,444.62,2025-02-17
3831,Rebecca Cole,Mouse,580.21,2024-06-20
3832,Christopher Vasquez,Speaker,478.84,2024-04-04
3833,Patrick Caldwell,Tablet,604.93,2024-08-31
3834,Kevin Oconnell,Speaker,307.17,2025-03-06
3835,Micheal Austin,Keyboard,765.54,2023-12-09
3836,Tyler Lozano,Printer,116.78,2025-07-09
3837,Jessica Cook,Monitor,954.44,2023-11-09
3838,Sonya Williams,Smartphone,172.39,2025-03-09
3839,David Holland,Monitor,887.73,2024-01-18
3840,Bonnie Wiley,Printer,206.48,2025-05-08
3841,Rebecca Oneill,Headphones,138.59,2023-09-21
3842,Gerald Johnson,Smartphone,970.62,2023-12-29
3843,Kristi White,Headphones,803.47,2023-10-14
3844,Samuel Warren,Headphones,465.98,2024-05-08
3845,Whitney Henry,Keyboard,884.13,2024-08-01
3846,Wanda Walker,Laptop,192.75,2024-06-25
3847,Jessica Herring,Speaker,99.27,2024-11-14
3848,Aaron Diaz,Printer,847.21,2024-08-12
3849,Carol Wood,Camera,167.74,2024-01-01
3850,Kelly Trujillo,Printer,689.92,2023-12-06
3851,Rose Mclaughlin,Camera,671.75,2023-12-19
3852,Curtis Thomas,Keyboard,765.43,2025-04-07
3853,Eric Davis,Headphones,325.17,2024-05-03
3854,Brandon Sanchez,Speaker,775.53,2024-02-09
3855,Mitchell Ford,Speaker,600.97,2023-08-19
3856,John Stone,Tablet,493.43,2023-10-04
3857,Richard Yoder,Mouse,36.63,2024-07-17
3858,Paul Cox,Headphones,770.17,2024-11-02
3859,Mr. Scott Mcmahon,UNKNOWN_PRODUCT,506.44,2024-03-26
3860,Kayla Rowe,Laptop,649.12,2024-12-03
3861,Steven Spencer,Keyboard,53.81,2025-01-16
3862,Joshua White,Laptop,346.19,2024-06-18
3863,John Brown,Speaker,159.24,2024-12-16
3864,Richard Chandler,Camera,44.48,2025-06-08
3865,Tracy Frye,Speaker,187.72,2025-06-08
3866,Christopher Ray,Printer,835.89,2024-09-19
3867,Natalie Keith,Laptop,352.82,2025-06-30
3868,Rebecca Sandoval,Speaker,805.51,
3869,Cynthia Pierce,Headphones,578.94,2024-01-21
3870,Matthew Park,Camera,21.47,2024-01-27
3871,Stephanie Harris,Speaker,428.23,2024-09-11
3872,Jason Burns,Speaker,266.06,2024-11-15
3873,Sonya Robinson,Mouse,809.05,2025-03-14
3874,Tom Duncan,Printer,379.1,2024-02-08
3875,Robert Hampton,Tablet,845.73,2024-10-21
3876,Catherine Griffin,Laptop,787.64,2025-03-26
3877,Jessica Lopez,Printer,762.01,2023-12-07
3878,Anthony Wright,Laptop,158.88,2025-05-21
3879,Joseph Jimenez,Mouse,265.26,2023-10-23
3880,Steven Murphy MD,Mouse,730.35,2024-09-13
3881,Dana Hernandez,UNKNOWN_PRODUCT,470.12,2025-03-17
3882,Annette Mcguire,Camera,373.43,2024-05-18
3883,Shari Kelley,Tablet,259.8,2023-12-06
3884,Deborah Spencer,Monitor,769.17,
3885,Stacey Stone,Headphones,300.31,2024-08-05
3886,Hannah Clark,Camera,331.39,2025-01-23
3887,Jacqueline Robertson,Mouse,120.57,2023-12-14
3888,Jennifer Brown,Printer,741.29,2025-04-05
3889,Yolanda Mack,Laptop,539.64,2023-12-27
3890,Eric Nielsen,Headphones,636.59,2024-11-15
3891,Sarah Berry,Monitor,351.93,2023-10-21
3892,Russell Martin,Mouse,251.66,2024-01-02
3893,Stephanie Dillon,Printer,573.38,
3894,Kenneth Maxwell,Tablet,47.9,2025-01-16
3895,Hannah Johnson,Laptop,388.09,2024-03-10
3896,Matthew Moss,Laptop,344.4,2023-12-20
3897,Christina Smith,Monitor,428.3,
3898,Daniel Watkins,Laptop,838.48,2023-10-08
3899,Brianna Williams,Laptop,795.71,2023-11-20
3900,Daniel Wilson,Monitor,619.43,2024-12-16
3901,Julia Owens,UNKNOWN_PRODUCT,697.31,2024-11-26
3902,Larry Reese,Keyboard,763.11,2023-10-06
3903,James Anderson,Headphones,284.09,2023-12-12
3904,Nathan Griffin,Mouse,404.68,2025-01-11
3905,Tammy Wolf,Monitor,279.95,2025-06-13
3906,Marcus Blair,Smartphone,784.23,2023-08-29
3907,Jessica Rogers,Monitor,274.38,2024-08-27
3908,Jordan Mcdowell,Tablet,106.18,2025-03-17
3909,Ashley Duran,Tablet,228.85,2024-02-24
3910,Duane Clarke,Mouse,828.71,2024-12-13
3911,Brenda Rogers,Mouse,335.46,2023-08-08
3912,Vicki Hernandez,Printer,22.44,2024-02-27
3913,Ryan Vargas,Tablet,824.4,2024-12-26
3914,Walter Griffith,Camera,218.53,2025-04-06
3915,,Speaker,263.14,2025-03-12
3916,Michael Carlson,Camera,565.71,2023-11-03
3917,Kathleen Smith,Keyboard,750.53,2023-10-12
3918,Barbara Hill,Monitor,298.9,2024-06-06
3919,Gabriel Richardson,Camera,39.27,2024-03-13
3920,Christy Johnson,Headphones,628.02,2025-06-20
3921,Paula Johnson,Speaker,995.87,
3922,Jenny Cox,Printer,746.61,2023-11-28
3923,Johnny Brown,Speaker,921.96,2024-10-12
3924,Nathan Maynard,Mouse,949.33,2024-06-12
3925,Alison Perez,Speaker,226.12,2023-11-02
3926,Matthew Santana,Mouse,296.46,2024-04-08
3927,Sean Carey,Speaker,554.57,2024-12-14
3928,Courtney Page,Keyboard,424.0,2024-02-26
3929,Caleb Jensen,Tablet,772.79,2025-05-26
3930,Jon Rocha,Tablet,507.28,2024-11-11
3931,Steven Parker,Keyboard,860.47,2023-09-18
3932,Michael Bolton,Camera,293.42,2024-04-29
3933,Christopher Sanchez,Headphones,924.67,2024-07-17
3934,Russell King,Monitor,13.3,2024-06-14
3935,Justin Hammond,Camera,659.63,2025-03-06
3936,Amanda Johnson,Laptop,389.52,2025-05-29
3937,Kristen Garcia,Speaker,416.19,2024-05-19
3938,Ann Martin,Mouse,231.95,2024-08-13
3939,Kelly Burnett,Printer,998.92,2024-12-03
3940,Charles Johnson,Speaker,946.03,2025-01-09
3941,Michele Ford,Keyboard,174.79,2023-12-22
3942,Jesse Wright,UNKNOWN_PRODUCT,952.33,2024-07-04
3943,Bobby Williams,Printer,516.22,2025-04-29
3944,Joseph Hill,Headphones,463.19,2024-03-08
3945,Carrie Padilla,Keyboard,183.46,2023-08-20
3946,Catherine Schmidt,Keyboard,329.5,2024-08-22
3947,Jeffery Jordan,Smartphone,214.94,2024-02-03
3948,Bryan Smith,Keyboard,686.83,2023-12-25
3949,Shelby Gonzalez,Keyboard,798.79,2024-05-22
3950,Tamara Gonzales,Printer,644.97,2024-02-03
3951,James Morrow,Tablet,873.36,2023-09-28
3952,Kelly Rivas,Keyboard,467.59,2024-12-25
3953,Andrew Whitney,Smartphone,751.12,2024-05-22
3954,Eric Rivera,Speaker,868.39,2024-10-05
3955,Rebecca Williams,Speaker,79.66,2024-10-05
3956,Becky King,Monitor,884.52,2023-08-16
3957,Lauren Stephens,Mouse,650.62,2025-06-20
3958,Miguel Todd,Smartphone,444.14,2025-04-20
3959,Debra Smith,Smartphone,300.03,2024-01-31
3960,Andrea Mueller MD,Smartphone,369.74,2024-10-21
3961,Rhonda Evans,Printer,632.98,2025-03-30
3962,Tanya Foster,Laptop,112.59,2024-10-18
3963,Margaret Wong MD,Mouse,756.04,2024-10-06
3964,Robin Reyes,Headphones,372.8,2024-09-11
3965,Jason Reyes,Headphones,913.84,2023-10-13
3966,Dustin Williams,Keyboard,271.86,2024-07-17
3967,David Thompson,Laptop,463.66,2024-03-24
3968,Omar Rasmussen,Keyboard,759.41,2024-12-03
3969,Lauren Barr,Camera,337.35,2025-07-29
3970,Adrian Dawson,Monitor,572.55,2025-05-28
3971,Jeffrey Travis,Headphones,156.54,2024-11-26
3972,John Robertson,Keyboard,881.37,2025-03-23
3973,Carolyn Davis,Monitor,313.6,2023-09-11
3974,Maurice Johnson,Mouse,637.56,2025-03-11
3975,Anna Galvan,Camera,676.55,2025-06-16
3976,Rebecca Young,Headphones,155.06,2024-12-14
3977,Laura Larson,Speaker,264.73,2025-05-09
3978,Joan Thomas,Keyboard,587.4,2023-10-22
3979,Tonya Simon,Smartphone,266.83,2024-08-28
3980,Tracey Reilly,Printer,411.79,2024-08-07
3981,Sarah Waller,Headphones,972.68,2025-06-10
3982,Elizabeth Taylor,Mouse,854.08,2025-02-05
3983,Spencer Kelly,Tablet,384.2,2024-08-11
3984,Laura Alexander,Headphones,872.07,2024-08-06
3985,,Camera,898.16,2025-03-17
3986,Anthony Wells,Tablet,232.58,2024-07-12
3987,Ryan Wilkinson,Headphones,285.53,2024-05-05
3988,Kyle Davis,Laptop,653.5,2024-11-17
3989,Christopher Macdonald,Camera,573.71,2024-12-06
3990,Rebecca Greene,Smartphone,841.58,2024-06-06
3991,Brittany Barber,Printer,899.15,2024-05-14
3992,Meagan Charles,Tablet,667.6,2024-11-29
3993,Andrew Gomez,Laptop,952.51,2025-01-04
3994,Richard Tyler,Monitor,557.75,2024-06-06
3995,Andrew Lam,Printer,873.89,2024-11-13
3996,Duane English,Smartphone,452.17,2024-12-19
3997,Felicia Bennett,Keyboard,263.51,2023-10-19
3998,Lauren Trevino,Keyboard,236.06,2024-11-25
3999,Catherine Bowman,Headphones,49.83,2025-05-09
4000,Michaela Campbell,Printer,284.7,2024-10-20
4001,David Baker,Laptop,907.08,2024-10-22
4002,Jesse Edwards,Monitor,70.26,2023-09-18
4003,Justin Garcia,Mouse,764.06,2023-11-14
4004,Mrs. Olivia Petersen,Laptop,541.56,2024-05-25
4005,Beth Shaw,Tablet,792.12,2024-09-24
4006,Courtney Nichols,Camera,125.24,2024-08-25
4007,Lisa Beard,Keyboard,108.88,2023-11-10
4008,John Ewing,Mouse,492.36,2025-02-02
4009,Kenneth Coleman,Mouse,435.46,2024-10-30
4010,Elijah Lewis,Camera,779.62,2025-03-30
4011,Nicole Hardy,Mouse,757.99,2024-04-19
4012,Linda Briggs,Monitor,757.01,2025-07-31
4013,Michelle Rodriguez,Camera,634.82,2024-01-04
4014,Stephanie Peterson,Camera,519.06,2025-07-19
4015,David Hawkins,Monitor,271.56,2023-10-10
4016,Ronald Johnson,Tablet,282.54,2023-12-01
4017,Diana Turner,Monitor,629.66,2023-11-15
4018,Brent Stewart,Headphones,492.7,2023-08-25
4019,Dylan Johnson,Printer,475.8,2024-09-19
4020,Arthur Campos,Laptop,762.83,2024-07-20
4021,Nicole Barton,Laptop,926.04,2023-11-02
4022,Joshua Mullins,Printer,824.33,2024-11-04
4023,Tina Blair,Laptop,765.22,2025-04-26
4024,Juan Davis,Printer,312.33,2023-09-29
4025,Jose Carney,Camera,111.89,2025-02-27
4026,Lisa Ellison,Mouse,218.19,2024-11-02
4027,Kimberly Jensen,Tablet,164.82,2024-08-29
4028,Danielle Hester,Headphones,853.83,2024-05-17
4029,Jessica Conrad,Headphones,332.42,2024-05-06
4030,Steven Davis,Camera,656.96,2024-04-06
4031,Erik Keller,Monitor,236.44,2023-10-21
4032,Miranda Frazier,Monitor,377.08,2023-09-13
4033,Karen Ward,Tablet,830.94,2024-12-23
4034,Michael Bell,Monitor,431.04,2023-09-22
4035,Michael Brown,Speaker,15.62,2025-04-01
4036,Patricia Aguirre,Smartphone,968.99,2023-12-31
4037,Jason Fletcher,Headphones,975.24,2023-11-01
4038,Debbie Watson,Smartphone,820.35,2023-09-11
4039,Mr. Kristopher Curtis,Monitor,301.85,2024-03-09
4040,Joseph Carpenter,Tablet,433.22,2023-12-10
4041,James Brooks,Printer,564.37,2025-04-25
4042,Natalie Hawkins,Keyboard,621.38,2024-06-14
4043,Anthony Mccormick III,Monitor,115.77,2023-08-12
4044,Emily Henderson,Tablet,725.62,2024-04-24
4045,Gina Stafford,Mouse,475.17,2024-09-22
4046,Elizabeth Flores,Smartphone,783.42,2024-01-10
4047,Renee Johnson,Camera,257.35,2023-11-05
4048,Jaclyn Lindsey,Mouse,381.27,2025-05-03
4049,Sarah Lopez,Tablet,283.29,2024-06-03
4050,Amy Sanders,Monitor,119.92,2024-04-02
4051,Crystal Brown,Laptop,331.3,2024-12-21
4052,Caitlin Lopez,Speaker,826.07,2023-12-07
4053,Victor Yates,Mouse,305.87,2024-06-10
4054,Melissa Wells,Laptop,443.88,2024-05-21
4055,Lisa Price,Printer,765.16,2023-10-16
4056,Michael Garcia,Printer,819.14,2024-04-30
4057,Kathy Frye,Headphones,774.38,2024-08-25
4058,Jasmine Brown,Tablet,957.63,2025-02-07
4059,Alexis Wells,Camera,749.8,2024-08-13
4060,Michael Frey,Tablet,473.64,2023-11-03
4061,Carrie Larson,Tablet,207.0,2025-06-20
4062,Richard Smith,Monitor,262.8,2025-03-10
4063,Zachary Ortiz,Smartphone,148.87,2024-02-10
4064,Robert Jones,Speaker,402.34,2025-01-16
4065,Amy Rice,Smartphone,833.36,2024-01-16
4066,Karen Perez,Printer,379.74,2024-04-10
4067,Janice Goodwin,Smartphone,960.19,2023-09-06
4068,Valerie Reid,Tablet,792.24,2024-04-27
4069,Jose Collins,Mouse,340.42,2023-10-31
4070,Nicole Gordon,Laptop,569.65,2025-05-05
4071,Paul Dodson,Laptop,536.44,2023-09-05
4072,Jessica Torres,Laptop,578.19,2024-04-26
4073,Gina Thomas,Keyboard,754.39,2023-12-23
4074,Ashley Blackburn,Speaker,819.58,2023-11-22
4075,Jillian Carrillo,Headphones,653.94,2024-10-24
4076,Vanessa Fleming,Mouse,346.41,2024-10-28
4077,Angela Gonzales,Speaker,890.5,2025-02-17
4078,Dana Carter,Monitor,16.29,2024-11-12
4079,Katherine Johnson,Smartphone,18.45,2025-04-27
4080,Jamie Jackson,Headphones,266.26,2023-09-24
4081,Miguel Pena,Tablet,537.04,2023-09-15
4082,Lisa Hughes,Keyboard,772.23,2024-01-29
4083,Gary Reid,Tablet,894.31,2023-08-26
4084,Rebecca Perez,Mouse,161.08,2025-01-08
4085,Brianna Hanson,Keyboard,315.4,2024-01-16
4086,Sierra Smith,Printer,605.9,2025-04-20
4087,Rachel Yang,Headphones,544.68,2024-08-12
4088,Jennifer Wells,Tablet,871.85,2024-02-27
4089,Sarah Reed,Keyboard,209.68,2023-12-05
4090,Thomas Moses,Monitor,240.65,2024-02-09
4091,Roger Clark,Tablet,37.02,2024-08-27
4092,Austin Morrison,Camera,131.88,2024-01-07
4093,Kristen Smith,Smartphone,449.51,2024-12-15
4094,Rebecca Caldwell,Keyboard,386.61,2024-01-25
4095,Bridget Bryant,Speaker,206.65,2024-08-03
4096,Shelly Moss,Mouse,816.35,2025-03-11
4097,Jessica Willis,Headphones,511.64,2024-08-12
4098,Stephen Vaughn,Printer,130.49,2023-09-15
4099,Emily Riley MD,Laptop,941.29,2024-07-17
4100,Jerry Taylor,Tablet,752.19,2024-05-03
4101,Brandon Daniel,Keyboard,218.22,2024-10-12
4102,Jane King,Printer,366.26,2024-02-13
4103,Sandra Wong,UNKNOWN_PRODUCT,945.45,2024-10-08
4104,David Bradley,Speaker,406.31,2023-10-16
4105,Victoria Keller,Tablet,366.79,2024-08-01
4106,Robert Acevedo,Laptop,439.81,2024-09-19
4107,Ms. Kayla Williams,Monitor,237.07,2024-09-27
4108,Carol Martinez,Speaker,877.18,
4109,David Small,Tablet,54.92,2023-08-13
4110,Jasmin Hamilton,Headphones,568.93,2023-10-24
4111,Katie Welch,Headphones,148.82,2024-12-04
4112,Rebekah Castillo,Smartphone,70.57,2024-05-10
4113,Bradley Phillips,Monitor,377.99,2024-04-30
4114,Donna Lowery,Headphones,425.05,2024-01-20
4115,Tanya Santos,Printer,965.65,2024-11-12
4116,Jordan Williams,Headphones,371.42,2024-07-19
4117,Paul Chase,Headphones,39.68,2024-11-12
4118,Eric Cline,Speaker,629.06,2024-10-05
4119,,Monitor,625.69,2023-12-25
4120,Alice Conley,Tablet,38.21,2024-05-23
4121,Jacob Ochoa,UNKNOWN_PRODUCT,914.44,2025-06-21
4122,Leah Kim,Mouse,725.3,2023-09-25
4123,Michael Graham,Laptop,24.79,2025-07-12
4124,Jennifer Davis,Laptop,425.68,2023-08-11
4125,Sydney Evans,Camera,469.79,2023-10-04
4126,Ryan Kaiser,Printer,446.01,2024-01-13
4127,Robert Weaver,Smartphone,318.32,2023-10-14
4128,Tammy Vargas,Monitor,136.92,2025-02-16
4129,Joseph Smith,Tablet,957.34,2025-02-17
4130,Jessica Kelley,Laptop,483.01,2024-03-04
4131,Joseph Bradley,Mouse,204.32,2024-10-29
4132,Lawrence Glover,Headphones,807.39,2024-08-21
4133,Kristin Meyer,Laptop,745.75,2024-11-08
4134,Joseph Fleming,Monitor,888.05,2024-11-12
4135,Angel Johnson,Keyboard,258.16,2025-03-10
4136,Jack Anthony,Monitor,335.34,2024-09-21
4137,Allison Wheeler,Mouse,524.72,2023-11-02
4138,Brandi Ibarra,Monitor,762.29,2025-02-10
4139,Samuel Welch,Speaker,381.02,2024-09-27
4140,Chelsea Smith,Smartphone,750.46,2025-07-16
4141,Abigail Acevedo,Smartphone,796.25,2025-05-18
4142,Charles Jones,Smartphone,not_a_price,2024-07-03
4143,Ernest Bernard,UNKNOWN_PRODUCT,402.8,2024-07-03
4144,Michael Lambert,Camera,859.1,2023-11-10
4145,Lance Bowers,Mouse,411.6,2023-10-11
4146,Sandy Arnold,Camera,625.1,2024-02-22
4147,Leslie Case,Laptop,747.51,2024-06-15
4148,Charles Hahn,Printer,924.65,2024-04-02
4149,Joann Shepherd,Headphones,262.73,2025-05-07
4150,Deborah Simon,Camera,774.29,2024-02-12
4151,Rodney Reed,Laptop,671.33,2024-03-03
4152,Dr. Francis Chan,Printer,270.23,2023-11-02
4153,Brenda Richard,Speaker,645.87,2024-04-26
4154,Michelle Smith,Headphones,103.64,2025-01-19
4155,James Schaefer,Laptop,129.07,2025-05-19
4156,Trevor Stevens,Headphones,874.57,2024-01-03
4157,Ryan Harrison,Speaker,557.77,2023-12-09
4158,Justin Murphy,Printer,190.79,2025-01-10
4159,Abigail Davis,Printer,202.93,2024-08-16
4160,Ruth White,Keyboard,778.15,2024-12-17
4161,Cynthia Taylor,Tablet,530.32,2024-06-03
4162,Timothy Glass,Mouse,861.33,2025-03-05
4163,John Brown,Printer,369.03,2024-04-14
4164,Melissa Rush,Printer,175.09,2023-10-07
4165,Vanessa Bishop,Headphones,638.56,2025-04-09
4166,Ashley Velasquez,Keyboard,844.81,2023-10-03
4167,Brad Beard,Headphones,545.41,2025-01-26
4168,Robert Bauer,Speaker,859.71,2023-09-09
4169,Christina Johnson,Speaker,303.53,2023-09-22
4170,Erik Smith,Speaker,894.81,2025-07-01
4171,Michael Travis,Headphones,724.33,2023-10-04
4172,Rachel Hoffman,Laptop,258.82,2024-03-28
4173,Robert Thomas,Monitor,216.67,2024-09-19
4174,Kevin Berry,Mouse,959.68,2025-04-25
4175,Carlos Scott,Speaker,148.9,2025-07-01
4176,Jennifer Oconnor,Headphones,766.95,2025-07-03
4177,Kayla Thomas,Keyboard,397.33,2024-07-13
4178,Rita Miller,Speaker,397.09,2025-05-22
4179,Andrea Scott,Tablet,79.83,2023-09-04
4180,Justin Bishop,Monitor,149.04,2024-01-11
4181,John Phillips,Mouse,944.9,2025-07-11
4182,Monica Kim,Camera,150.98,2024-08-19
4183,Dana Savage,Tablet,20.66,2023-11-20
4184,Jennifer Nelson,Monitor,529.0,2024-09-03
4185,Jeffrey Lee,Mouse,476.4,2024-09-05
4186,Whitney Macdonald DVM,Monitor,824.02,2024-08-03
4187,Tracy Stewart,Mouse,459.82,2024-01-15
4188,Rebecca Mccoy,Tablet,876.48,2025-04-14
4189,Chad Williams,Smartphone,387.69,2024-04-02
4190,Jeremy Hill,Laptop,630.63,2023-09-07
4191,Manuel Gomez,Headphones,877.48,2024-04-24
4192,Daniel White,Camera,760.87,2025-03-26
4193,Kimberly Cook,Laptop,97.69,2025-02-11
4194,Johnny Graves,Mouse,866.43,2025-01-17
4195,Lindsay Preston,Camera,838.34,2023-10-13
4196,Brett Maxwell,Speaker,66.09,2025-06-20
